order_id,customer_age,gender,product_category,order_priority,warehouse_block,mode_of_shipment,customer_rating,cost_of_the_product,prior_purchases,discount_offered,weight_in_gms,reached_on_time
4869,29.0,Male,Home & Garden,Low,F,Ship,5.0,305.21,7,14.0,1597.0,0
4870,28.0,Male,Clothing,Medium,A,Ship,4.0,146.63,5,46.0,5077.0,0
4871,22.0,Male,Clothing,High,D,Ship,4.0,197.2,4,37.0,6432.0,0
4872,44.0,Male,Sports,Low,B,Ship,5.0,205.47,3,10.0,1492.0,0
4873,29.0,Male,Electronics,High,C,Ship,3.0,44.49,1,44.0,4835.0,1
4874,34.0,Other,Home & Garden,Low,D,Flight,3.0,39.34,2,12.0,4904.0,0
4875,23.0,Male,Clothing,Low,B,Ship,5.0,61.43,4,47.0,6151.0,1
4876,50.0,Male,Clothing,Medium,B,Ship,1.0,346.72,3,54.0,5487.0,1
4877,22.0,Female,Sports,Critical,F,Ship,1.0,194.75,7,3.0,2509.0,1
4878,45.0,Male,Home & Garden,Medium,B,Ship,4.0,208.92,1,29.0,2596.0,1
4879,31.0,Female,Clothing,High,A,Flight,5.0,115.92,2,47.0,1277.0,0
4880,22.0,Male,Home & Garden,Medium,F,Flight,4.0,435.81,6,55.0,2209.0,1
4881,50.0,Male,Sports,Low,F,Flight,4.0,692.05,7,44.0,6061.0,1
4882,67.0,Female,Toys,Medium,C,Ship,3.0,78.08,6,2.0,6946.0,0
4883,65.0,Female,Home & Garden,Critical,C,Flight,4.0,105.67,6,15.0,4878.0,1
4884,58.0,Male,Books,Low,A,Ship,4.0,109.53,1,10.0,1758.0,0
4885,36.0,Female,Electronics,High,D,Ship,4.0,688.37,2,51.0,2489.0,1
4886,39.0,Female,Clothing,Critical,A,Ship,4.0,175.9,4,50.0,5546.0,1
4887,22.0,Male,Electronics,Low,F,Flight,5.0,197.64,6,9.0,5441.0,0
4888,19.0,Male,Electronics,Medium,C,Ship,1.0,121.84,5,33.0,4889.0,0
4889,47.0,Female,Clothing,Medium,A,Flight,5.0,489.31,3,24.0,2592.0,1
4890,64.0,Male,Sports,Medium,C,Road,5.0,72.38,5,21.0,4568.0,1
4891,56.0,Female,Clothing,Low,A,Ship,1.0,152.18,4,14.0,2156.0,0
4892,21.0,Female,Home & Garden,High,A,Ship,3.0,81.1,7,52.0,2356.0,1
4893,50.0,Female,Clothing,High,B,Ship,5.0,205.95,5,16.0,2460.0,1
4894,30.0,Male,Clothing,High,A,Ship,4.0,188.72,3,0.0,3144.0,1
4895,37.0,Male,Clothing,Critical,C,Ship,1.0,58.14,4,6.0,1000.0,0
4896,24.0,Female,Clothing,Low,A,Road,5.0,385.13,7,40.0,3565.0,0
4897,32.0,Male,Clothing,Medium,D,Ship,3.0,56.13,3,60.0,,1
4898,40.0,Male,Home & Garden,Medium,B,Ship,4.0,68.85,5,52.0,2090.0,0
4899,31.0,Male,Electronics,Medium,A,Road,4.0,93.14,7,,2658.0,1
4900,40.0,Male,Electronics,Low,D,Flight,5.0,365.86,1,31.0,3295.0,1
4901,36.0,other,Home & Garden,Medium,C,Flight,5.0,75.52,7,38.0,5624.0,1
4902,46.0,Male,Clothing,High,D,Flight,4.0,79.5,6,24.0,4149.0,0
4903,37.0,Female,Clothing,Critical,B,Ship,5.0,241.12,7,10.0,4922.0,0
4904,,Male,Electronics,Low,C,Ship,2.0,384.07,7,19.0,6064.0,0
4905,41.0,Female,Clothing,High,A,Ship,5.0,270.22,1,35.0,5519.0,1
4906,35.0,Male,Sports,High,A,Flight,2.0,184.19,3,60.0,4024.0,0
4907,27.0,Female,Books,Medium,D,Road,5.0,240.02,1,37.0,6702.0,1
4908,58.0,Female,Sports,Low,A,Ship,2.0,188.42,3,5.0,5851.0,0
4909,25.0,Male,Electronics,Critical,C,Ship,4.0,118.26,5,44.0,6744.0,1
4910,43.0,Female,Home & Garden,High,C,Road,5.0,264.65,2,26.0,1121.0,1
4911,46.0,Male,Electronics,Critical,A,Ship,,262.55,4,9.0,1466.0,1
4912,27.0,Female,Clothing,Medium,D,Ship,2.0,230.2,5,9.0,4244.0,0
4913,34.0,Other,Electronics,Medium,A,Ship,3.0,231.62,2,54.0,2080.0,1
4914,19.0,Female,Sports,Medium,F,Flight,1.0,83.9,6,30.0,2820.0,1
4915,23.0,Female,Home & Garden,Critical,A,Flight,4.0,554.0,5,5.0,2327.0,1
4916,22.0,Male,Home & Garden,Medium,B,Flight,4.0,1001.95,2,23.0,3748.0,0
4917,45.0,Male,Home & Garden,Low,A,Flight,3.0,192.22,3,2.0,2110.0,1
4918,58.0,Male,Electronics,Medium,F,Flight,4.0,80.67,4,33.0,1918.0,0
4919,22.0,Male,Clothing,Medium,B,Flight,1.0,106.33,6,46.0,2859.0,1
4920,35.0,Female,Home & Garden,Medium,D,Ship,1.0,299.14,7,18.0,2359.0,1
4921,43.0,Male,Home & Garden,High,B,Flight,3.0,93.53,3,29.0,5845.0,0
4922,37.0,Female,Sports,Medium,C,Ship,3.0,217.64,7,33.0,3353.0,0
4923,58.0,male,Clothing,Medium,F,Ship,1.0,51.71,4,51.0,6304.0,1
4924,66.0,male,Sports,Low,C,Flight,4.0,716.78,2,61.0,5775.0,1
4925,44.0,Female,Clothing,Medium,C,Flight,5.0,397.88,6,33.0,3453.0,1
4926,66.0,Male,Home & Garden,Low,B,Ship,3.0,374.79,1,54.0,6279.0,0
4927,29.0,Female,Clothing,Medium,B,Ship,4.0,329.56,1,0.0,4777.0,1
4928,24.0,Male,Toys,High,C,Ship,2.0,30.06,7,58.0,2980.0,1
4929,20.0,Female,Electronics,Medium,D,Ship,4.0,44.13,1,32.0,3728.0,0
4930,27.0,Male,Home & Garden,Low,A,Ship,4.0,207.84,6,36.0,4482.0,1
4931,51.0,Male,Home & Garden,Medium,A,Road,4.0,322.75,7,49.0,6162.0,1
4932,,Female,Electronics,Medium,F,Ship,4.0,311.56,7,2.0,4473.0,1
4933,52.0,Female,Electronics,Medium,B,Ship,4.0,180.67,6,34.0,6404.0,1
4934,33.0,Male,Sports,High,A,Ship,2.0,177.17,7,15.0,3958.0,0
4935,19.0,Male,Electronics,High,D,Ship,2.0,48.32,1,46.0,1724.0,0
4936,41.0,Male,Electronics,High,F,Ship,5.0,558.04,6,33.0,6826.0,0
4937,27.0,Male,Toys,Medium,B,Flight,3.0,105.05,5,34.0,5811.0,1
4938,55.0,Female,Sports,Medium,A,Flight,4.0,77.12,7,63.0,6762.0,0
4939,39.0,Female,Clothing,High,C,Flight,4.0,211.61,5,40.0,5644.0,0
4940,43.0,Male,Home & Garden,Low,D,Ship,1.0,34.78,1,45.0,6906.0,1
4941,60.0,Male,Clothing,Low,D,Flight,3.0,679.42,6,4.0,4878.0,1
4942,56.0,Female,Books,High,B,Flight,4.0,121.07,3,59.0,3218.0,0
4943,44.0,Male,Sports,Medium,D,Flight,5.0,100.06,2,,5883.0,0
4944,46.0,Female,Books,High,B,Flight,5.0,62.89,1,49.0,4967.0,0
4945,64.0,Male,Electronics,Medium,D,Flight,3.0,171.97,3,17.0,1848.0,0
4946,55.0,Female,Home & Garden,Medium,A,Ship,1.0,128.71,3,48.0,,0
4947,37.0,Male,Electronics,High,B,Ship,3.0,103.2,3,40.0,3789.0,1
4948,44.0,Female,Electronics,Medium,D,Ship,1.0,58.42,7,23.0,6911.0,1
4949,58.0,Male,Sports,Medium,A,Ship,3.0,108.72,5,29.0,5539.0,1
4950,37.0,Male,Electronics,Low,A,Flight,3.0,373.1,4,14.0,2280.0,0
4951,61.0,Female,Home & Garden,Low,A,Ship,2.0,346.47,6,15.0,3107.0,1
4952,36.0,Male,Books,Low,B,Road,1.0,200.08,5,17.0,4887.0,0
4953,37.0,Male,Clothing,Medium,B,Ship,3.0,309.38,1,,5937.0,1
4954,52.0,Male,Electronics,Critical,D,Ship,3.0,219.6,7,10.0,3899.0,1
4955,64.0,Male,Sports,High,C,Road,,54.54,6,38.0,1503.0,1
4956,19.0,Female,Toys,High,C,Ship,1.0,550.06,7,8.0,4170.0,0
4957,47.0,Female,Sports,High,F,Ship,4.0,168.75,1,38.0,2030.0,1
4958,51.0,Male,Home & Garden,Medium,C,Road,4.0,299.76,1,16.0,4503.0,0
4959,39.0,Female,Electronics,Medium,C,Flight,3.0,446.1,2,34.0,2054.0,1
4960,20.0,Male,Electronics,Low,D,Ship,5.0,452.88,2,32.0,4259.0,0
4961,23.0,Female,Home & Garden,High,B,Ship,4.0,571.08,4,52.0,4275.0,1
4962,32.0,Male,Electronics,Low,C,Ship,1.0,238.47,5,63.0,2083.0,1
4963,44.0,Female,Books,Medium,F,Ship,2.0,230.63,3,26.0,1330.0,0
4964,27.0,Male,Clothing,High,D,Ship,3.0,84.79,6,21.0,2592.0,0
4965,26.0,Male,Clothing,Low,A,Ship,5.0,105.42,7,41.0,3277.0,0
4966,50.0,Male,Sports,Low,A,Ship,3.0,214.97,5,52.0,6598.0,1
4967,49.0,Male,Sports,Medium,F,Flight,3.0,87.72,1,64.0,6361.0,1
4968,65.0,Female,Home & Garden,Medium,B,Flight,4.0,118.91,4,45.0,1091.0,1
4969,23.0,Male,Toys,Medium,A,Road,3.0,66.35,2,13.0,5934.0,1
4970,58.0,Female,Toys,Medium,B,Ship,4.0,307.76,6,30.0,3934.0,1
4971,53.0,Male,Toys,Medium,C,Road,4.0,229.42,4,,2311.0,0
4972,19.0,Female,Books,Medium,C,Ship,1.0,287.37,3,4.0,4654.0,1
4973,46.0,Female,Sports,Medium,C,Ship,3.0,147.63,4,27.0,2506.0,0
4974,21.0,Female,Home & Garden,Critical,A,Ship,4.0,296.18,4,3.0,6628.0,1
4975,18.0,Female,Electronics,Medium,A,Ship,4.0,155.35,4,28.0,6936.0,1
4976,36.0,Female,Clothing,High,B,Road,3.0,182.18,1,31.0,6927.0,1
4977,43.0,Male,Electronics,High,B,Road,4.0,57.23,3,42.0,2779.0,0
4978,42.0,Female,Electronics,Medium,F,Ship,4.0,37.42,2,13.0,2097.0,1
4979,27.0,Male,Clothing,Medium,C,Ship,5.0,303.32,5,62.0,5148.0,1
4980,32.0,Male,Electronics,Medium,D,Road,1.0,472.56,2,2.0,1642.0,1
4981,39.0,Male,Books,High,D,Flight,4.0,119.48,4,45.0,3561.0,1
4982,68.0,Female,Sports,Medium,C,Ship,4.0,405.26,4,33.0,6301.0,1
4983,65.0,Male,Electronics,Low,F,Ship,4.0,94.44,5,43.0,,1
4984,38.0,Male,Electronics,Low,B,Ship,5.0,293.29,3,13.0,3605.0,1
4985,39.0,Male,Sports,Medium,A,Ship,3.0,204.4,4,17.0,1734.0,0
4986,,Other,Sports,Low,F,Ship,4.0,36.83,1,,1018.0,1
4987,51.0,Male,Toys,Critical,F,Ship,4.0,85.3,7,44.0,,1
4988,47.0,Male,Toys,Low,C,Ship,3.0,228.31,6,24.0,5756.0,1
4989,42.0,Male,Toys,Medium,B,Road,3.0,76.58,1,53.0,3547.0,0
4990,62.0,Other,Clothing,High,D,Flight,5.0,208.26,2,1.0,5734.0,1
4991,45.0,Other,Clothing,High,D,Road,3.0,275.39,7,32.0,6711.0,1
4992,18.0,Female,Sports,Medium,D,Flight,,115.11,1,,1438.0,0
4993,66.0,Female,Clothing,Low,F,Road,4.0,265.16,2,42.0,2564.0,1
4994,62.0,Male,Sports,Medium,A,Ship,3.0,235.92,7,58.0,3336.0,0
4995,21.0,Other,Clothing,Medium,B,Ship,4.0,903.44,4,39.0,5554.0,0
4996,24.0,Male,Sports,Medium,A,Ship,3.0,220.72,1,55.0,5361.0,1
4997,66.0,Male,Clothing,Medium,D,Flight,,94.41,1,1.0,2428.0,0
4998,26.0,Male,Clothing,Low,A,Flight,4.0,86.79,5,,1144.0,1
4999,53.0,Female,Home & Garden,Critical,F,Ship,,245.57,2,53.0,6310.0,1
5000,36.0,Female,Toys,Low,C,Ship,5.0,51.84,5,22.0,4517.0,0
5001,18.0,Male,Clothing,Medium,A,Ship,4.0,81.34,3,57.0,5937.0,1
5002,27.0,Other,Toys,Critical,A,Ship,3.0,31.8,7,6.0,3908.0,1
5003,53.0,Male,Sports,High,A,Road,3.0,173.26,6,4.0,2673.0,0
5004,26.0,Male,Sports,Medium,D,Road,4.0,338.01,5,46.0,6933.0,1
5005,62.0,Male,Sports,Low,A,Ship,3.0,172.94,7,47.0,6446.0,0
5006,63.0,Female,Home & Garden,Critical,B,Flight,5.0,97.25,7,2.0,4069.0,0
5007,59.0,Female,Electronics,Low,F,Ship,2.0,393.95,1,30.0,1522.0,0
5008,49.0,Male,Electronics,High,B,Flight,5.0,162.6,7,22.0,6049.0,0
5009,49.0,Female,Books,High,B,Flight,,264.06,1,,6114.0,1
5010,23.0,Male,Sports,Low,D,Ship,5.0,890.41,3,36.0,1037.0,1
5011,65.0,Female,Electronics,High,A,Flight,4.0,366.1,2,18.0,4117.0,1
5012,55.0,Other,Home & Garden,Critical,F,Road,4.0,410.13,2,31.0,,0
5013,34.0,Male,Clothing,High,F,Ship,4.0,55.73,6,61.0,5895.0,0
5014,27.0,Female,Electronics,Medium,F,Ship,4.0,4286.477748467969,2,19.0,4800.0,1
5015,67.0,Female,Clothing,High,A,Ship,1.0,1194.12,3,59.0,5209.0,1
5016,44.0,Male,Clothing,Medium,F,Ship,4.0,108.22,4,10.0,6058.0,1
5017,67.0,Female,Electronics,High,F,Road,5.0,38.54,4,33.0,4208.0,0
5018,52.0,Male,Clothing,Medium,C,Ship,5.0,36.93,3,52.0,5355.0,1
5019,69.0,Male,Home & Garden,Low,C,Ship,5.0,799.73,5,48.0,4121.0,1
5020,38.0,Male,Electronics,Medium,F,Flight,3.0,143.92,3,64.0,6101.0,0
5021,42.0,Male,Clothing,Low,B,Ship,3.0,97.05,4,38.0,4144.0,0
5022,45.0,Female,Clothing,Low,A,Ship,5.0,174.28,6,53.0,3062.0,0
5023,,Female,Electronics,Low,B,Ship,3.0,218.41,6,22.0,4433.0,0
5024,32.0,Female,Electronics,Medium,B,Ship,4.0,455.35,4,62.0,2466.0,0
5025,21.0,Male,Electronics,Low,A,Road,4.0,146.91,5,56.0,4028.0,1
5026,46.0,Male,Electronics,High,A,Flight,3.0,413.57,1,35.0,1019.0,1
5027,26.0,Male,Sports,High,D,Flight,4.0,90.27,1,51.0,1746.0,1
5028,44.0,Male,Clothing,Medium,D,Ship,3.0,4343.433611095648,1,18.0,5803.0,1
5029,43.0,Other,Electronics,Medium,D,Ship,,334.27,2,20.0,3923.0,1
5030,36.0,Female,Electronics,Medium,F,Ship,4.0,146.93,4,43.0,,0
5031,45.0,Male,Clothing,Medium,F,Ship,4.0,95.02,7,31.0,1908.0,0
5032,34.0,Female,Sports,High,F,Ship,4.0,361.1,7,32.0,3812.0,1
5033,60.0,Female,Clothing,High,D,Ship,4.0,359.29,3,59.0,4467.0,1
5034,58.0,Male,Electronics,Low,A,Road,5.0,96.34,7,5.0,5247.0,1
5035,59.0,Female,Clothing,High,F,Road,3.0,215.71,5,0.0,4611.0,1
5036,67.0,Male,Home & Garden,High,A,Ship,4.0,86.57,7,14.0,2798.0,1
5037,37.0,Male,Electronics,Medium,D,Flight,2.0,483.27,4,56.0,5143.0,1
5038,62.0,Male,Home & Garden,Medium,A,Ship,5.0,45.62,1,0.0,5199.0,0
5039,57.0,Male,Clothing,Medium,F,Ship,4.0,126.35,5,18.0,5110.0,0
5040,56.0,Male,Electronics,Medium,A,Ship,2.0,240.03,3,21.0,1016.0,0
5041,66.0,Male,Home & Garden,Medium,D,Road,3.0,423.56,7,25.0,2714.0,0
5042,40.0,Male,Sports,Medium,F,Road,1.0,347.31,4,5.0,2352.0,0
5043,64.0,Female,Home & Garden,Low,F,Ship,3.0,260.47,3,59.0,2509.0,0
5044,,Other,Clothing,Low,D,Ship,3.0,550.92,4,54.0,4495.0,0
5045,69.0,Female,Clothing,Low,B,Flight,3.0,34.91,4,65.0,4906.0,0
5046,64.0,Male,Clothing,Medium,C,Ship,1.0,807.56,1,46.0,5769.0,0
5047,50.0,Male,Sports,Medium,D,Flight,4.0,114.87,5,45.0,1625.0,1
5048,63.0,Male,Home & Garden,Medium,A,Flight,5.0,305.86,6,49.0,6997.0,0
5049,22.0,Male,Electronics,Medium,B,Ship,2.0,95.48,6,20.0,5299.0,1
5050,60.0,Female,Home & Garden,High,D,Ship,4.0,137.12,6,25.0,5250.0,0
5051,65.0,Female,Home & Garden,High,C,Ship,2.0,447.46,1,3.0,5693.0,1
5052,51.0,Female,Clothing,Medium,F,Ship,1.0,148.91,4,52.0,4141.0,0
5053,57.0,Female,Books,Medium,C,Ship,2.0,462.28,1,28.0,5828.0,0
5054,28.0,Male,Books,High,C,Flight,1.0,189.26,4,23.0,3539.0,0
5055,67.0,Male,Electronics,High,D,Ship,3.0,91.33,7,60.0,3477.0,0
5056,20.0,Female,Books,Medium,F,Ship,5.0,163.24,6,65.0,3092.0,1
5057,50.0,Male,Clothing,High,F,Ship,,48.59,6,55.0,4495.0,1
5058,28.0,Male,Sports,Medium,C,Flight,,160.07,1,9.0,,0
5059,33.0,Male,Sports,Medium,D,Ship,4.0,339.92,7,53.0,4839.0,1
5060,35.0,Male,Clothing,Critical,F,Ship,5.0,44.27,4,19.0,5031.0,1
5061,47.0,Male,Clothing,Medium,F,Ship,2.0,83.16,6,37.0,2969.0,1
5062,65.0,Female,Books,Critical,A,Road,2.0,139.79,2,15.0,2588.0,0
5063,27.0,Female,Electronics,Medium,C,Ship,4.0,313.63,2,53.0,,0
5064,35.0,Male,Clothing,Medium,B,Ship,3.0,308.13,6,2.0,5330.0,0
5065,55.0,Male,Clothing,Medium,C,Ship,5.0,466.59,3,63.0,4090.0,0
5066,36.0,Female,Books,High,D,Flight,2.0,61.45,4,27.0,5447.0,0
5067,53.0,Male,Toys,Low,F,Ship,4.0,63.86,1,57.0,4365.0,0
5068,30.0,Male,Electronics,High,F,Flight,4.0,251.11,4,29.0,5475.0,0
5069,63.0,Male,Books,High,A,Ship,4.0,69.71,1,41.0,6490.0,1
5070,20.0,Male,Clothing,Medium,F,Ship,3.0,136.83,3,64.0,1359.0,1
5071,27.0,Female,Toys,Low,F,Ship,1.0,185.05,6,,4988.0,1
5072,55.0,Female,Home & Garden,Medium,B,Road,5.0,89.39,6,54.0,5081.0,1
5073,18.0,Male,Electronics,High,C,Ship,3.0,265.24,6,56.0,3084.0,0
5074,44.0,Male,Electronics,High,F,Ship,3.0,420.35,4,12.0,2366.0,0
5075,63.0,Male,Electronics,Medium,D,Ship,1.0,32.45,3,40.0,1696.0,1
5076,25.0,Male,Electronics,Medium,B,Flight,2.0,98.29,1,47.0,3862.0,0
5077,68.0,Other,Sports,Medium,B,Ship,3.0,279.09,5,44.0,3256.0,0
5078,63.0,Female,Electronics,Medium,A,Ship,4.0,94.48,6,6.0,6918.0,0
5079,59.0,Male,Toys,Medium,D,Ship,2.0,178.03,1,30.0,6610.0,0
5080,34.0,female,Home & Garden,High,B,Ship,2.0,312.5,3,46.0,3562.0,1
5081,26.0,Female,Home & Garden,Critical,C,Ship,3.0,114.23,4,16.0,5066.0,1
5082,23.0,Female,Electronics,High,D,Ship,3.0,339.82,4,31.0,2928.0,0
5083,60.0,Male,Books,Low,C,Ship,3.0,368.71,3,24.0,6550.0,0
5084,42.0,Male,Home & Garden,Medium,A,Ship,3.0,974.19,7,37.0,2402.0,1
5085,56.0,Female,Books,Low,A,Road,1.0,143.24,4,56.0,4403.0,0
5086,66.0,Male,Toys,Medium,F,Ship,4.0,159.18,7,8.0,5744.0,1
5087,45.0,Other,Electronics,Low,C,Ship,2.0,335.47,2,44.0,6038.0,0
5088,,Female,Electronics,Medium,C,Road,5.0,434.96,6,64.0,3206.0,1
5089,54.0,Female,Sports,High,A,Road,5.0,170.73,5,8.0,,1
5090,26.0,Male,Books,Medium,C,Ship,1.0,34.39,3,64.0,5391.0,0
5091,35.0,Female,Home & Garden,Critical,D,Flight,3.0,152.51,5,65.0,3150.0,1
5092,38.0,Male,Clothing,Medium,F,Road,3.0,81.04,3,29.0,5400.0,0
5093,19.0,Other,Home & Garden,Medium,F,Ship,5.0,50.34,5,,3867.0,0
5094,,Male,Clothing,Medium,D,Ship,3.0,112.87,1,17.0,2780.0,0
5095,55.0,Male,Electronics,Medium,B,Flight,4.0,129.49,3,33.0,1994.0,0
5096,57.0,Female,Clothing,Critical,C,Ship,3.0,4976.521299172138,4,47.0,4669.0,1
5097,53.0,Male,Electronics,Medium,B,Flight,4.0,151.48,5,5.0,3053.0,1
5098,67.0,Male,Clothing,Critical,B,Ship,2.0,715.75,1,24.0,5366.0,0
5099,60.0,Other,Toys,Medium,C,Ship,4.0,293.65,1,24.0,5123.0,1
5100,54.0,Male,Books,Medium,A,Flight,2.0,88.36,7,18.0,4775.0,0
5101,32.0,Female,Toys,Low,C,Flight,1.0,272.11,6,61.0,1649.0,0
5102,45.0,Male,Sports,High,A,Road,1.0,133.05,1,32.0,5062.0,0
5103,35.0,Female,Clothing,Low,D,Flight,3.0,203.16,4,37.0,6907.0,0
5104,,Female,Sports,Critical,A,Ship,4.0,176.49,1,53.0,2660.0,1
5105,39.0,Male,Toys,Medium,B,Ship,4.0,567.11,5,26.0,3221.0,0
5106,28.0,Male,Toys,Medium,B,Ship,1.0,57.79,7,32.0,5043.0,0
5107,30.0,Female,Home & Garden,High,B,Flight,4.0,147.37,4,49.0,4738.0,1
5108,21.0,Male,Electronics,Low,A,Ship,2.0,46.93,6,15.0,6552.0,1
5109,39.0,Male,Electronics,Low,B,Flight,,88.8,3,50.0,4589.0,0
5110,24.0,Female,Electronics,High,F,Ship,3.0,45.99,4,25.0,5079.0,1
5111,60.0,Male,Toys,Medium,C,Ship,4.0,588.39,3,49.0,6618.0,0
5112,41.0,Male,Clothing,Medium,B,Ship,3.0,105.63,3,30.0,4556.0,0
5113,21.0,Female,Books,Low,A,Road,3.0,334.0,3,60.0,4605.0,1
5114,45.0,Male,Clothing,Low,B,Flight,5.0,306.09,3,34.0,5469.0,1
5115,32.0,Male,Home & Garden,Medium,A,Ship,3.0,60.26,7,7.0,,1
5116,18.0,Male,Electronics,Medium,C,Ship,4.0,60.41,6,15.0,2311.0,0
5117,20.0,Female,Electronics,High,A,Ship,4.0,124.95,7,48.0,2612.0,0
5118,31.0,Female,Clothing,Medium,C,Flight,2.0,198.14,4,5.0,2075.0,1
5119,,Female,Home & Garden,High,B,Ship,4.0,141.28,7,60.0,6068.0,0
5120,67.0,Male,Electronics,Low,F,Flight,4.0,322.17,6,53.0,6428.0,1
5121,18.0,Male,Sports,Low,B,Ship,3.0,183.55,6,53.0,3413.0,0
5122,55.0,Male,Clothing,Low,C,Ship,4.0,457.16,2,43.0,6021.0,1
5123,55.0,Male,Sports,High,D,Flight,4.0,209.49,7,32.0,3204.0,1
5124,38.0,Female,Electronics,High,D,Ship,5.0,209.48,2,31.0,2339.0,0
5125,65.0,Male,Home & Garden,Low,D,Ship,2.0,245.57,7,25.0,3078.0,0
5126,46.0,Male,Clothing,Low,B,Ship,5.0,214.77,7,2.0,6022.0,1
5127,22.0,Male,Sports,High,A,Ship,4.0,219.41,1,,6277.0,1
5128,66.0,Female,Clothing,High,F,Road,4.0,149.46,7,25.0,4661.0,0
5129,27.0,Female,Home & Garden,High,F,Ship,4.0,48.98,5,65.0,2686.0,1
5130,45.0,Female,Toys,Medium,B,Ship,4.0,122.06,5,28.0,5579.0,0
5131,38.0,Female,Electronics,Medium,C,Ship,3.0,322.47,6,44.0,3528.0,0
5132,67.0,Male,Electronics,High,B,Ship,3.0,37.75,5,20.0,4611.0,0
5133,24.0,Male,Sports,Medium,D,Ship,5.0,264.64,1,13.0,6368.0,0
5134,20.0,Male,Home & Garden,Medium,C,Ship,5.0,821.16,5,60.0,4239.0,0
5135,62.0,Female,Clothing,Medium,F,Ship,5.0,144.53,4,9.0,3335.0,1
5136,64.0,Female,Clothing,Medium,B,Ship,1.0,77.76,7,6.0,4308.0,1
5137,37.0,Male,Electronics,Critical,A,Ship,5.0,34.66,6,61.0,5072.0,1
5138,36.0,Female,Electronics,Critical,A,Flight,5.0,415.86,6,44.0,4575.0,0
5139,,Female,Clothing,Medium,F,Flight,3.0,61.89,2,31.0,6977.0,1
5140,21.0,Female,Books,Low,C,Ship,5.0,38.82,7,51.0,4779.0,1
5141,22.0,Female,Clothing,High,D,Ship,2.0,162.89,6,24.0,1653.0,1
5142,18.0,Female,Home & Garden,Medium,A,Road,1.0,126.17,3,40.0,6060.0,0
5143,21.0,Male,Books,Low,A,Ship,3.0,672.82,6,44.0,2225.0,1
5144,29.0,Female,Clothing,Medium,B,Ship,1.0,154.17,6,1.0,2657.0,1
5145,44.0,Female,Sports,Medium,F,Ship,4.0,390.88,6,3.0,2799.0,0
5146,59.0,Male,Books,Low,A,Ship,5.0,567.63,5,9.0,2740.0,0
5147,40.0,Female,Electronics,Medium,B,Ship,3.0,70.73,1,20.0,6580.0,0
5148,42.0,Female,Clothing,Low,C,Flight,4.0,115.03,7,4.0,,1
5149,38.0,Male,Toys,High,A,Ship,3.0,543.51,1,44.0,5661.0,0
5150,69.0,Female,Toys,Critical,F,Ship,3.0,192.32,4,47.0,5915.0,0
5151,41.0,Male,Electronics,High,B,Flight,5.0,107.92,3,5.0,6348.0,1
5152,42.0,Female,Electronics,Medium,C,Ship,5.0,177.01,3,25.0,3532.0,1
5153,62.0,Female,Clothing,Medium,B,Ship,2.0,292.73,1,18.0,2675.0,1
5154,63.0,Male,Clothing,High,D,Ship,4.0,222.65,5,49.0,4126.0,1
5155,49.0,Male,Clothing,Critical,F,Road,,572.39,6,42.0,5141.0,1
5156,49.0,Female,Home & Garden,Low,F,Ship,3.0,689.26,4,22.0,1597.0,1
5157,22.0,Male,Books,Medium,A,Ship,3.0,278.59,6,40.0,5891.0,1
5158,53.0,Male,Clothing,Medium,B,Ship,2.0,247.96,4,13.0,3680.0,0
5159,63.0,Male,Books,Medium,C,Flight,4.0,32.73,3,17.0,3058.0,0
5160,59.0,Male,Electronics,Medium,A,Ship,5.0,336.21,4,20.0,1694.0,1
5161,66.0,Male,Electronics,Critical,F,Flight,4.0,168.41,6,14.0,5772.0,1
5162,59.0,Female,Clothing,Medium,B,Ship,4.0,445.31,2,13.0,3326.0,0
5163,56.0,Female,Electronics,Medium,C,Ship,1.0,570.94,3,35.0,2891.0,0
5164,33.0,Female,Clothing,Critical,F,Ship,1.0,122.09,7,14.0,4018.0,0
5165,50.0,Female,Books,Medium,C,Flight,3.0,501.76,1,15.0,4366.0,0
5166,66.0,Male,Electronics,High,B,Flight,,245.51,7,16.0,1214.0,0
5167,38.0,Male,Sports,Low,C,Flight,4.0,141.76,4,5.0,3636.0,1
5168,26.0,Male,Clothing,Critical,A,Flight,3.0,40.42,3,36.0,3616.0,1
5169,23.0,Female,Electronics,Low,A,Ship,1.0,301.08,7,27.0,5429.0,0
5170,68.0,female,Home & Garden,Critical,B,Road,1.0,477.38,5,23.0,3931.0,1
5171,62.0,Female,Books,Low,F,Ship,5.0,204.6,5,37.0,2296.0,0
5172,52.0,Female,Clothing,Medium,D,Ship,,133.12,6,57.0,6646.0,1
5173,56.0,Female,Home & Garden,Medium,D,Ship,5.0,150.1,2,22.0,6496.0,1
5174,39.0,Male,Books,Medium,D,Road,3.0,276.25,6,19.0,3118.0,1
5175,58.0,Male,Sports,Medium,F,Ship,4.0,74.2,1,39.0,1293.0,1
5176,22.0,Male,Electronics,Critical,A,Flight,2.0,75.73,5,0.0,4824.0,1
5177,59.0,Male,Sports,Medium,A,Ship,3.0,115.25,7,20.0,6981.0,1
5178,40.0,Female,Clothing,High,A,Flight,5.0,36.05,3,49.0,4995.0,1
5179,34.0,Male,Sports,Low,B,Ship,5.0,251.09,4,9.0,1834.0,1
